season,team,player_id,pfr_id,esb_id,gsis_it_id,smart_id,player_name,first_name,last_name,football_name,position,depth_chart_position,ngs_position,jersey_number,status,birth_date,age,height,weight,college,years_exp,entry_year,rookie_year,draft_club,draft_number
2002,CHI,00-0000559,,AZU415291,,3200415a-5541-5291-7eae-48fc9baebe36,Jerry Azumah,Jerry,Azumah,Jerry,CB,,,23,ACT,1977-09-01,24,70.0,189.0,,3,1999,1999,CHI,147
2003,CHI,00-0000559,,AZU415291,,3200415a-5541-5291-7eae-48fc9baebe36,Jerry Azumah,Jerry,Azumah,Jerry,CB,,,23,ACT,1977-09-01,25,70.0,189.0,,4,1999,1999,CHI,147
2004,CHI,00-0000559,,AZU415291,,3200415a-5541-5291-7eae-48fc9baebe36,Jerry Azumah,Jerry,Azumah,Jerry,CB,,,23,ACT,1977-09-01,26,70.0,192.0,,5,1999,1999,CHI,147
2005,CHI,00-0000559,,AZU415291,,3200415a-5541-5291-7eae-48fc9baebe36,Jerry Azumah,Jerry,Azumah,Jerry,CB,,,23,ACT,1977-09-01,27,70.0,192.0,,6,1999,1999,CHI,147
2002,OAK,00-0000576,,BAD650964,,32004241-4465-0964-c1c3-08a1f705af41,Brad Badger,Brad,Badger,Brad,G,,,70,ACT,1975-01-11,27,76.0,319.0,,5,1997,1997,WAS,162
2003,OAK,00-0000576,,BAD650964,,32004241-4465-0964-c1c3-08a1f705af41,Brad Badger,Brad,Badger,Brad,G,,,70,ACT,1975-01-11,28,76.0,320.0,,6,1997,1997,WAS,162
2004,OAK,00-0000576,,BAD650964,,32004241-4465-0964-c1c3-08a1f705af41,Brad Badger,Brad,Badger,Brad,G,,,70,ACT,1975-01-11,29,76.0,320.0,,7,1997,1997,WAS,162
2005,OAK,00-0000576,,BAD650964,,32004241-4465-0964-c1c3-08a1f705af41,Brad Badger,Brad,Badger,Brad,G,,,70,ACT,1975-01-11,30,76.0,320.0,,8,1997,1997,WAS,162
2006,OAK,00-0000576,,BAD650964,,32004241-4465-0964-c1c3-08a1f705af41,Brad Badger,Brad,Badger,Brad,T,,,70,ACT,1975-01-11,31,76.0,320.0,,9,1997,1997,WAS,162
2007,ARZ,00-0000576,,BAD650964,,32004241-4465-0964-c1c3-08a1f705af41,Brad Badger,Brad,Badger,Brad,T,,,67,CUT,1975-01-11,32,76.0,320.0,,10,1997,1997,WAS,162
2002,WAS,00-0000585,,BAI582194,,32004241-4958-2194-25da-8624608fa14d,Champ Bailey,Roland,Bailey,Champ,CB,,,24,ACT,1978-06-22,24,72.0,192.0,,3,1999,1999,WAS,7
2003,WAS,00-0000585,,BAI582194,,32004241-4958-2194-25da-8624608fa14d,Champ Bailey,Roland,Bailey,Champ,CB,,,24,ACT,1978-06-22,25,72.0,192.0,,4,1999,1999,WAS,7
2004,DEN,00-0000585,,BAI582194,,32004241-4958-2194-25da-8624608fa14d,Champ Bailey,Roland,Bailey,Champ,CB,,,24,ACT,1978-06-22,26,72.0,192.0,,5,1999,1999,WAS,7
2005,DEN,00-0000585,,BAI582194,,32004241-4958-2194-25da-8624608fa14d,Champ Bailey,Roland,Bailey,Champ,CB,,,24,ACT,1978-06-22,27,72.0,192.0,,6,1999,1999,WAS,7
2006,DEN,00-0000585,,BAI582194,,32004241-4958-2194-25da-8624608fa14d,Champ Bailey,Roland,Bailey,Champ,CB,,,24,ACT,1978-06-22,28,72.0,192.0,,7,1999,1999,WAS,7
2007,DEN,00-0000585,,BAI582194,,32004241-4958-2194-25da-8624608fa14d,Champ Bailey,Roland,Bailey,Champ,CB,,,24,ACT,1978-06-22,29,72.0,192.0,,8,1999,1999,WAS,7
2008,DEN,00-0000585,,BAI582194,,32004241-4958-2194-25da-8624608fa14d,Champ Bailey,Roland,Bailey,Champ,CB,,,24,ACT,1978-06-22,30,72.0,192.0,,9,1999,1999,WAS,7
2009,DEN,00-0000585,,BAI582194,,32004241-4958-2194-25da-8624608fa14d,Champ Bailey,Roland,Bailey,Champ,CB,,,24,ACT,1978-06-22,31,72.0,192.0,,10,1999,1999,WAS,7
2010,DEN,00-0000585,,BAI582194,,32004241-4958-2194-25da-8624608fa14d,Champ Bailey,Roland,Bailey,Champ,CB,,,24,ACT,1978-06-22,32,72.0,192.0,,11,1999,1999,WAS,7
2011,DEN,00-0000585,,BAI582194,,32004241-4958-2194-25da-8624608fa14d,Champ Bailey,Roland,Bailey,Champ,CB,,,24,ACT,1978-06-22,33,72.0,192.0,,12,1999,1999,WAS,7
2012,DEN,00-0000585,,BAI582194,,32004241-4958-2194-25da-8624608fa14d,Champ Bailey,Roland,Bailey,Champ,CB,,,24,ACT,1978-06-22,34,72.0,192.0,,13,1999,1999,WAS,7
2013,DEN,00-0000585,,BAI582194,,32004241-4958-2194-25da-8624608fa14d,Champ Bailey,Roland,Bailey,Champ,CB,,,24,ACT,1978-06-22,35,72.0,192.0,,14,1999,1999,WAS,7
2002,GB,00-0000598,,BAI501801,,32004241-4950-1801-530e-a5cfda60304d,Karsten Bailey,Karsten,Bailey,Karsten,WR,,,85,ACT,1977-04-26,25,72.0,205.0,,3,1999,1999,SEA,82
2003,GB,00-0000598,,BAI501801,,32004241-4950-1801-530e-a5cfda60304d,Karsten Bailey,Karsten,Bailey,Karsten,WR,,,85,CUT,1977-04-26,26,72.0,205.0,,4,1999,1999,SEA,82
2003,CAR,00-0000627,,BAK189228,,32004241-4b18-9228-926e-f0b6c5efc7b4,Eugene Baker,Eugene,Baker,Eugene,WR,,,80,ACT,1976-03-18,27,74.0,183.0,,4,1999,1999,ATL,164
2004,CAR,00-0000627,,BAK189228,,32004241-4b18-9228-926e-f0b6c5efc7b4,Eugene Baker,Eugene,Baker,Eugene,WR,,,80,CUT,1976-03-18,28,74.0,183.0,,5,1999,1999,ATL,164
2002,HST,00-0000722,,BAN403290,,32004241-4e40-3290-11ed-db72d126dec4,Tony Banks,Tony,Banks,Tony,QB,,,12,ACT,1973-04-05,29,76.0,230.0,,6,1996,1996,SL,42
2003,HST,00-0000722,,BAN403290,,32004241-4e40-3290-11ed-db72d126dec4,Tony Banks,Tony,Banks,Tony,QB,,,12,RES,1973-04-05,30,76.0,230.0,,7,1996,1996,SL,42
2004,HST,00-0000722,,BAN403290,,32004241-4e40-3290-11ed-db72d126dec4,Tony Banks,Tony,Banks,Tony,QB,,,12,ACT,1973-04-05,31,76.0,229.0,,8,1996,1996,SL,42
2005,HST,00-0000722,,BAN403290,,32004241-4e40-3290-11ed-db72d126dec4,Tony Banks,Tony,Banks,Tony,QB,,,12,ACT,1973-04-05,32,76.0,229.0,,9,1996,1996,SL,42
2002,DET,00-0000727,,BAN790894,,32004241-4e79-0894-7391-fa63f9df7421,Bradford Banta,Dennis,Banta,Bradford,TE,,,89,ACT,1970-12-14,31,78.0,253.0,,8,1994,1994,IND,106
2003,DET,00-0000727,,BAN790894,,32004241-4e79-0894-7391-fa63f9df7421,Bradford Banta,Dennis,Banta,Bradford,TE,,,89,RES,1970-12-14,32,78.0,253.0,,9,1994,1994,IND,106
2004,BUF,00-0000727,,BAN790894,,32004241-4e79-0894-7391-fa63f9df7421,Bradford Banta,Dennis,Banta,Bradford,TE,,,86,ACT,1970-12-14,33,78.0,257.0,,10,1994,1994,IND,106
2002,TB,00-0000741,,BAR048197,,32004241-5204-8197-3361-5bb631aa79ce,Ronde Barber,Ronde,Barber,Ronde,CB,,,20,ACT,1975-04-07,27,70.0,184.0,,5,1997,1997,TB,66
2003,TB,00-0000741,,BAR048197,,32004241-5204-8197-3361-5bb631aa79ce,Ronde Barber,Ronde,Barber,Ronde,CB,,,20,ACT,1975-04-07,28,70.0,184.0,,6,1997,1997,TB,66
2004,TB,00-0000741,,BAR048197,,32004241-5204-8197-3361-5bb631aa79ce,Ronde Barber,Ronde,Barber,Ronde,CB,,,20,ACT,1975-04-07,29,70.0,184.0,,7,1997,1997,TB,66
2005,TB,00-0000741,,BAR048197,,32004241-5204-8197-3361-5bb631aa79ce,Ronde Barber,Ronde,Barber,Ronde,CB,,,20,ACT,1975-04-07,30,70.0,184.0,,8,1997,1997,TB,66
2006,TB,00-0000741,,BAR048197,,32004241-5204-8197-3361-5bb631aa79ce,Ronde Barber,Ronde,Barber,Ronde,CB,,,20,ACT,1975-04-07,31,70.0,184.0,,9,1997,1997,TB,66
2007,TB,00-0000741,,BAR048197,,32004241-5204-8197-3361-5bb631aa79ce,Ronde Barber,Ronde,Barber,Ronde,CB,,,20,ACT,1975-04-07,32,70.0,184.0,,10,1997,1997,TB,66
2008,TB,00-0000741,,BAR048197,,32004241-5204-8197-3361-5bb631aa79ce,Ronde Barber,Ronde,Barber,Ronde,CB,,,20,ACT,1975-04-07,33,70.0,184.0,,11,1997,1997,TB,66
2009,TB,00-0000741,,BAR048197,,32004241-5204-8197-3361-5bb631aa79ce,Ronde Barber,Ronde,Barber,Ronde,CB,,,20,ACT,1975-04-07,34,70.0,184.0,,12,1997,1997,TB,66
2010,TB,00-0000741,,BAR048197,,32004241-5204-8197-3361-5bb631aa79ce,Ronde Barber,Ronde,Barber,Ronde,CB,,,20,ACT,1975-04-07,35,70.0,184.0,,13,1997,1997,TB,66
2011,TB,00-0000741,,BAR048197,,32004241-5204-8197-3361-5bb631aa79ce,Ronde Barber,Ronde,Barber,Ronde,CB,,,20,ACT,1975-04-07,36,70.0,184.0,,14,1997,1997,TB,66
2012,TB,00-0000741,,BAR048197,,32004241-5204-8197-3361-5bb631aa79ce,Ronde Barber,Ronde,Barber,Ronde,FS,,,20,ACT,1975-04-07,37,70.0,184.0,,15,1997,1997,TB,66
2002,PHI,00-0000743,,BAR094541,,32004241-5209-4541-395e-81e9ced71dac,Shawn Barber,Shawn,Barber,Shawn,OLB,,,56,ACT,1975-01-14,27,74.0,237.0,,4,1998,1998,WAS,113
2003,KC,00-0000743,,BAR094541,,32004241-5209-4541-395e-81e9ced71dac,Shawn Barber,Shawn,Barber,Shawn,OLB,,,59,ACT,1975-01-14,28,74.0,245.0,,5,1998,1998,WAS,113
2004,KC,00-0000743,,BAR094541,,32004241-5209-4541-395e-81e9ced71dac,Shawn Barber,Shawn,Barber,Shawn,OLB,,,59,RES,1975-01-14,29,74.0,240.0,,6,1998,1998,WAS,113
2005,KC,00-0000743,,BAR094541,,32004241-5209-4541-395e-81e9ced71dac,Shawn Barber,Shawn,Barber,Shawn,OLB,,,59,ACT,1975-01-14,30,74.0,240.0,,7,1998,1998,WAS,113
2006,PHI,00-0000743,,BAR094541,,32004241-5209-4541-395e-81e9ced71dac,Shawn Barber,Shawn,Barber,Shawn,OLB,,,56,ACT,1975-01-14,31,74.0,240.0,,8,1998,1998,WAS,113
2007,HST,00-0000743,,BAR094541,,32004241-5209-4541-395e-81e9ced71dac,Shawn Barber,Shawn,Barber,Shawn,OLB,,,51,RES,1975-01-14,32,74.0,240.0,,9,1998,1998,WAS,113
2002,NYG,00-0000745,,BAR025952,,32004241-5202-5952-ff0f-6062a78056a2,Tiki Barber,Atiim,Barber,Tiki,RB,,,21,ACT,1975-04-07,27,70.0,200.0,,5,1997,1997,NYG,36
2003,NYG,00-0000745,,BAR025952,,32004241-5202-5952-ff0f-6062a78056a2,Tiki Barber,Atiim,Barber,Tiki,RB,,,21,ACT,1975-04-07,28,70.0,200.0,,6,1997,1997,NYG,36
2004,NYG,00-0000745,,BAR025952,,32004241-5202-5952-ff0f-6062a78056a2,Tiki Barber,Atiim,Barber,Tiki,RB,,,21,ACT,1975-04-07,29,70.0,200.0,,7,1997,1997,NYG,36
2005,NYG,00-0000745,,BAR025952,,32004241-5202-5952-ff0f-6062a78056a2,Tiki Barber,Atiim,Barber,Tiki,RB,,,21,ACT,1975-04-07,30,70.0,200.0,,8,1997,1997,NYG,36
2006,NYG,00-0000745,,BAR025952,,32004241-5202-5952-ff0f-6062a78056a2,Tiki Barber,Atiim,Barber,Tiki,RB,,,21,ACT,1975-04-07,31,70.0,205.0,,9,1997,1997,NYG,36
2002,WAS,00-0000754,,BAR155715,,32004241-5215-5715-d4a4-32d15ae4bf83,Bryan Barker,Bryan,Barker,Bryan,P,,,4,RES,1964-06-28,38,73.0,203.0,,14,1988,1988,,
2003,WAS,00-0000754,,BAR155715,,32004241-5215-5715-d4a4-32d15ae4bf83,Bryan Barker,Bryan,Barker,Bryan,P,,,4,ACT,1964-06-28,39,73.0,202.0,,15,1988,1988,,
2004,GB,00-0000754,,BAR155715,,32004241-5215-5715-d4a4-32d15ae4bf83,Bryan Barker,Bryan,Barker,Bryan,P,,,9,ACT,1964-06-28,40,73.0,202.0,,16,1988,1988,,
2005,SL,00-0000754,,BAR155715,,32004241-5215-5715-d4a4-32d15ae4bf83,Bryan Barker,Bryan,Barker,Bryan,P,,,4,ACT,1964-06-28,41,73.0,202.0,,17,1988,1988,,
2002,TB,00-0000765,,BAR220596,,32004241-5222-0596-af7a-6cef3ecfb86e,Reggie Barlow,Reggie,Barlow,Reggie,WR,,,84,ACT,1973-01-22,29,72.0,190.0,,6,1996,1996,JAX,110
2003,TB,00-0000765,,BAR220596,,32004241-5222-0596-af7a-6cef3ecfb86e,Reggie Barlow,Reggie,Barlow,Reggie,WR,,,84,ACT,1973-01-22,30,72.0,190.0,,7,1996,1996,JAX,110
2003,JAX,00-0000780,,BAR344797,,32004241-5234-4797-84d8-bd036bc4b24f,Lionel Barnes,Lionel,Barnes,Lionel,DE,,,94,ACT,1976-04-19,27,77.0,265.0,,4,1999,1999,SL,176
2004,JAX,00-0000780,,BAR344797,,32004241-5234-4797-84d8-bd036bc4b24f,Lionel Barnes,Lionel,Barnes,Lionel,DE,,,94,RES,1976-04-19,28,77.0,260.0,,5,1999,1999,SL,176
2002,NYG,00-0000829,,BAR663642,,32004241-5266-3642-1e15-c980027eda58,Mike Barrow,Micheal,Barrow,Mike,MLB,,,0,ACT,1970-04-19,32,74.0,245.0,,9,1993,1993,HOU,47
2003,NYG,00-0000829,,BAR663642,,32004241-5266-3642-1e15-c980027eda58,Mike Barrow,Micheal,Barrow,Mike,MLB,,,0,ACT,1970-04-19,33,74.0,245.0,,10,1993,1993,HOU,47
2004,WAS,00-0000829,,BAR663642,,32004241-5266-3642-1e15-c980027eda58,Mike Barrow,Micheal,Barrow,Mike,MLB,,,0,RES,1970-04-19,34,74.0,245.0,,11,1993,1993,HOU,47
2005,DAL,00-0000829,,BAR663642,,32004241-5266-3642-1e15-c980027eda58,Mike Barrow,Micheal,Barrow,Mike,MLB,,,0,RES,1970-04-19,35,74.0,245.0,,12,1993,1993,HOU,47
2002,OAK,00-0000846,,BAR766216,,32004241-5276-6216-1360-96908316eed6,Eric Barton,Eric,Barton,Eric,OLB,,,50,ACT,1977-09-29,24,74.0,245.0,,3,1999,1999,OAK,146
2003,OAK,00-0000846,,BAR766216,,32004241-5276-6216-1360-96908316eed6,Eric Barton,Eric,Barton,Eric,OLB,,,50,ACT,1977-09-29,25,74.0,245.0,,4,1999,1999,OAK,146
2004,NYJ,00-0000846,,BAR766216,,32004241-5276-6216-1360-96908316eed6,Eric Barton,Eric,Barton,Eric,ILB,,,50,ACT,1977-09-29,26,74.0,245.0,,5,1999,1999,OAK,146
2005,NYJ,00-0000846,,BAR766216,,32004241-5276-6216-1360-96908316eed6,Eric Barton,Eric,Barton,Eric,ILB,,,50,RES,1977-09-29,27,74.0,245.0,,6,1999,1999,OAK,146
2006,NYJ,00-0000846,,BAR766216,,32004241-5276-6216-1360-96908316eed6,Eric Barton,Eric,Barton,Eric,ILB,,,50,ACT,1977-09-29,28,74.0,245.0,,7,1999,1999,OAK,146
2007,NYJ,00-0000846,,BAR766216,,32004241-5276-6216-1360-96908316eed6,Eric Barton,Eric,Barton,Eric,ILB,,,50,ACT,1977-09-29,29,74.0,245.0,,8,1999,1999,OAK,146
2008,NYJ,00-0000846,,BAR766216,,32004241-5276-6216-1360-96908316eed6,Eric Barton,Eric,Barton,Eric,ILB,,,50,ACT,1977-09-29,30,74.0,245.0,,9,1999,1999,OAK,146
2009,CLV,00-0000846,,BAR766216,,32004241-5276-6216-1360-96908316eed6,Eric Barton,Eric,Barton,Eric,ILB,,,50,RES,1977-09-29,31,75.0,245.0,,10,1999,1999,OAK,146
2010,CLV,00-0000846,,BAR766216,,32004241-5276-6216-1360-96908316eed6,Eric Barton,Eric,Barton,Eric,ILB,,,50,ACT,1977-09-29,32,75.0,245.0,,11,1999,1999,OAK,146
2002,PHI,00-0000849,,BAR804527,,32004241-5280-4527-aae6-46181aa69169,Mike Bartrum,Michael,Bartrum,Mike,TE,,,88,ACT,1970-06-23,32,76.0,245.0,,9,1993,1993,,
2003,PHI,00-0000849,,BAR804527,,32004241-5280-4527-aae6-46181aa69169,Mike Bartrum,Michael,Bartrum,Mike,TE,,,88,ACT,1970-06-23,33,76.0,245.0,,10,1993,1993,,
2004,PHI,00-0000849,,BAR804527,,32004241-5280-4527-aae6-46181aa69169,Mike Bartrum,Michael,Bartrum,Mike,TE,,,88,ACT,1970-06-23,34,76.0,245.0,,11,1993,1993,,
2005,PHI,00-0000849,,BAR804527,,32004241-5280-4527-aae6-46181aa69169,Mike Bartrum,Michael,Bartrum,Mike,LS,,,88,ACT,1970-06-23,35,76.0,245.0,,12,1993,1993,,
2006,PHI,00-0000849,,BAR804527,,32004241-5280-4527-aae6-46181aa69169,Mike Bartrum,Michael,Bartrum,Mike,LS,,,88,RES,1970-06-23,36,76.0,245.0,,13,1993,1993,,
2002,PIT,00-0000865,BatcCh00,BAT039161,,32004241-5403-9161-d21e-19cbefc1c6b0,Charlie Batch,Charles,Batch,Charlie,QB,,,16,ACT,1974-12-05,27,74.0,220.0,,4,1998,1998,DET,60
2003,PIT,00-0000865,BatcCh00,BAT039161,,32004241-5403-9161-d21e-19cbefc1c6b0,Charlie Batch,Charles,Batch,Charlie,QB,,,16,ACT,1974-12-05,28,74.0,220.0,,5,1998,1998,DET,60
2005,PIT,00-0000865,BatcCh00,BAT039161,,32004241-5403-9161-d21e-19cbefc1c6b0,Charlie Batch,Charles,Batch,Charlie,QB,,,16,ACT,1974-12-05,30,74.0,216.0,,7,1998,1998,DET,60
2006,PIT,00-0000865,BatcCh00,BAT039161,,32004241-5403-9161-d21e-19cbefc1c6b0,Charlie Batch,Charles,Batch,Charlie,QB,,,16,ACT,1974-12-05,31,74.0,216.0,,8,1998,1998,DET,60
2007,PIT,00-0000865,BatcCh00,BAT039161,,32004241-5403-9161-d21e-19cbefc1c6b0,Charlie Batch,Charles,Batch,Charlie,QB,,,16,ACT,1974-12-05,32,74.0,216.0,,9,1998,1998,DET,60
2009,PIT,00-0000865,BatcCh00,BAT039161,,32004241-5403-9161-d21e-19cbefc1c6b0,Charlie Batch,Charles,Batch,Charlie,QB,,,16,ACT,1974-12-05,34,74.0,216.0,,11,1998,1998,DET,60
2010,PIT,00-0000865,BatcCh00,BAT039161,,32004241-5403-9161-d21e-19cbefc1c6b0,Charlie Batch,Charles,Batch,Charlie,QB,,,16,ACT,1974-12-05,35,74.0,216.0,,12,1998,1998,DET,60
2011,PIT,00-0000865,BatcCh00,BAT039161,,32004241-5403-9161-d21e-19cbefc1c6b0,Charlie Batch,Charles,Batch,Charlie,QB,,,16,ACT,1974-12-05,36,74.0,216.0,,13,1998,1998,DET,60
2012,PIT,00-0000865,BatcCh00,BAT039161,,32004241-5403-9161-d21e-19cbefc1c6b0,Charlie Batch,Charles,Batch,Charlie,QB,,,16,ACT,1974-12-05,37,74.0,216.0,,14,1998,1998,DET,60
2002,MIN,00-0000869,,BAT105810,,32004241-5410-5810-f045-4fe0f22700e0,D'Wayne Bates,D'Wayne,Bates,D'Wayne,WR,,,85,ACT,1975-12-04,26,74.0,215.0,,3,1999,1999,CHI,71
2003,MIN,00-0000869,,BAT105810,,32004241-5410-5810-f045-4fe0f22700e0,D'Wayne Bates,D'Wayne,Bates,D'Wayne,WR,,,85,ACT,1975-12-04,27,74.0,215.0,,4,1999,1999,CHI,71
2003,DAL,00-0000872,,BAT119733,,32004241-5411-9733-cc00-9fb76d72bf1a,Michael Bates,Michael,Bates,Michael,RB,,,29,ACT,1969-12-19,33,70.0,215.0,,11,1992,1992,SEA,150
2003,NYJ,00-0000872,,BAT119733,,32004241-5411-9733-cc00-9fb76d72bf1a,Michael Bates,Michael,Bates,Michael,RB,,,20,ACT,1969-12-19,33,70.0,215.0,,11,1992,1992,SEA,150
2002,PIT,00-0000883,,BAT303966,,32004241-5430-3966-5e32-8ce60e2adbe1,Marco Battaglia,Marco,Battaglia,Marco,TE,,,81,ACT,1973-01-25,29,75.0,249.0,,6,1996,1996,CIN,39
2002,TB,00-0000883,,BAT303966,,32004241-5430-3966-5e32-8ce60e2adbe1,Marco Battaglia,Marco,Battaglia,Marco,TE,,,81,ACT,1973-01-25,29,75.0,249.0,,6,1996,1996,CIN,39
2003,CAR,00-0000883,,BAT303966,,32004241-5430-3966-5e32-8ce60e2adbe1,Marco Battaglia,Marco,Battaglia,Marco,TE,,,47,ACT,1973-01-25,30,75.0,249.0,,7,1996,1996,CIN,39
2002,CHI,00-0000911,,BAX522078,,32004241-5852-2078-37b9-1295f06f6541,Fred Baxter,Frederick,Baxter,Fred,TE,,,84,ACT,1971-06-14,31,75.0,260.0,,9,1993,1993,NYJ,115
2002,NE,00-0000911,,BAX522078,,32004241-5852-2078-37b9-1295f06f6541,Fred Baxter,Frederick,Baxter,Fred,TE,,,49,ACT,1971-06-14,31,75.0,260.0,,9,1993,1993,NYJ,115
2003,NE,00-0000911,,BAX522078,,32004241-5852-2078-37b9-1295f06f6541,Fred Baxter,Frederick,Baxter,Fred,TE,,,84,ACT,1971-06-14,32,75.0,268.0,,10,1993,1993,NYJ,115
2004,WAS,00-0000911,,BAX522078,,32004241-5852-2078-37b9-1295f06f6541,Fred Baxter,Frederick,Baxter,Fred,TE,,,43,CUT,1971-06-14,33,75.0,268.0,,11,1993,1993,NYJ,115
2002,NYJ,00-0000939,,BEA432476,,32004245-4143-2476-3748-5a35e0b1a3dd,Aaron Beasley,Aaron,Beasley,Aaron,CB,,,21,ACT,1973-07-07,29,72.0,205.0,,6,1996,1996,JAX,63
2003,NYJ,00-0000939,,BEA432476,,32004245-4143-2476-3748-5a35e0b1a3dd,Aaron Beasley,Aaron,Beasley,Aaron,CB,,,21,ACT,1973-07-07,30,72.0,205.0,,7,1996,1996,JAX,63
2004,ATL,00-0000939,,BEA432476,,32004245-4143-2476-3748-5a35e0b1a3dd,Aaron Beasley,Aaron,Beasley,Aaron,CB,,,37,ACT,1973-07-07,31,72.0,205.0,,8,1996,1996,JAX,63
2002,SF,00-0000942,,BEA438309,,32004245-4143-8309-eea3-e8dea95ca527,Fred Beasley,Fred,Beasley,Fred,FB,,,40,ACT,1974-09-18,27,72.0,246.0,,4,1998,1998,SF,180
2003,SF,00-0000942,,BEA438309,,32004245-4143-8309-eea3-e8dea95ca527,Fred Beasley,Fred,Beasley,Fred,FB,,,40,ACT,1974-09-18,28,72.0,246.0,,5,1998,1998,SF,180
2004,SF,00-0000942,,BEA438309,,32004245-4143-8309-eea3-e8dea95ca527,Fred Beasley,Fred,Beasley,Fred,FB,,,40,ACT,1974-09-18,29,72.0,246.0,,6,1998,1998,SF,180
2005,SF,00-0000942,,BEA438309,,32004245-4143-8309-eea3-e8dea95ca527,Fred Beasley,Fred,Beasley,Fred,FB,,,40,ACT,1974-09-18,30,72.0,246.0,,7,1998,1998,SF,180
2002,NO,00-0001058,,BEL643257,,32004245-4c64-3257-db03-5747bcb5e192,Jay Bellamy,Jay,Bellamy,Jay,FS,,,20,ACT,1972-07-08,30,71.0,200.0,,8,1994,1994,,
2003,NO,00-0001058,,BEL643257,,32004245-4c64-3257-db03-5747bcb5e192,Jay Bellamy,Jay,Bellamy,Jay,SS,,,20,ACT,1972-07-08,31,71.0,200.0,,9,1994,1994,,
2004,NO,00-0001058,,BEL643257,,32004245-4c64-3257-db03-5747bcb5e192,Jay Bellamy,Jay,Bellamy,Jay,SS,,,20,ACT,1972-07-08,32,71.0,200.0,,10,1994,1994,,
2005,NO,00-0001058,,BEL643257,,32004245-4c64-3257-db03-5747bcb5e192,Jay Bellamy,Jay,Bellamy,Jay,SS,,,20,RES,1972-07-08,33,71.0,200.0,,11,1994,1994,,
2006,NO,00-0001058,,BEL643257,,32004245-4c64-3257-db03-5747bcb5e192,Jay Bellamy,Jay,Bellamy,Jay,SS,,,20,ACT,1972-07-08,34,71.0,200.0,,12,1994,1994,,
2007,NO,00-0001058,,BEL643257,,32004245-4c64-3257-db03-5747bcb5e192,Jay Bellamy,Jay,Bellamy,Jay,SS,,,20,ACT,1972-07-08,35,71.0,200.0,,13,1994,1994,,
2002,KC,00-0001068,,BEL773537,,32004245-4c77-3537-aea1-ec870cb66b47,Jason Belser,Jason,Belser,Jason,FS,,,29,ACT,1970-05-28,32,70.0,197.0,,10,1992,1992,IND,197
2002,CIN,00-0001098,,BEN258918,,32004245-4e25-8918-52e2-cdec4c0881a2,Brandon Bennett,Brandon,Bennett,Brandon,RB,,,36,ACT,1973-02-03,29,71.0,220.0,,7,1995,1995,,
2003,CIN,00-0001098,,BEN258918,,32004245-4e25-8918-52e2-cdec4c0881a2,Brandon Bennett,Brandon,Bennett,Brandon,RB,,,36,ACT,1973-02-03,30,71.0,220.0,,8,1995,1995,,
2004,CAR,00-0001098,,BEN258918,,32004245-4e25-8918-52e2-cdec4c0881a2,Brandon Bennett,Brandon,Bennett,Brandon,RB,,,36,ACT,1973-02-03,31,71.0,220.0,,9,1995,1995,,
2002,SD,00-0001101,,BEN316651,,32004245-4e31-6651-5d56-81c190727ea7,Darren Bennett,Darren,Bennett,Darren,P,,,2,ACT,1965-01-09,37,77.0,235.0,,8,1994,1994,,
2003,SD,00-0001101,,BEN316651,,32004245-4e31-6651-5d56-81c190727ea7,Darren Bennett,Darren,Bennett,Darren,P,,,2,ACT,1965-01-09,38,77.0,235.0,,9,1994,1994,,
2004,MIN,00-0001101,,BEN316651,,32004245-4e31-6651-5d56-81c190727ea7,Darren Bennett,Darren,Bennett,Darren,P,,,2,ACT,1965-01-09,39,77.0,235.0,,10,1994,1994,,
2005,MIN,00-0001101,,BEN316651,,32004245-4e31-6651-5d56-81c190727ea7,Darren Bennett,Darren,Bennett,Darren,P,,,2,CUT,1965-01-09,40,77.0,235.0,,11,1994,1994,,
2002,NYG,00-0001112,,BEN472065,,32004245-4e47-2065-3929-f1eba0275b65,Sean Bennett,William,Bennett,Sean,RB,,,20,CUT,1977-03-17,25,73.0,230.0,,3,1999,1999,NYG,112
2002,SL,00-0001157,,BER067954,,32004245-5206-7954-a418-6fe295037024,Mitch Berger,Mitch,Berger,Mitch,P,,,17,ACT,1972-06-24,30,76.0,220.0,,8,1994,1994,PHI,193
2003,NO,00-0001157,,BER067954,,32004245-5206-7954-a418-6fe295037024,Mitch Berger,Mitch,Berger,Mitch,P,,,17,ACT,1972-06-24,31,76.0,220.0,,9,1994,1994,PHI,193
2004,NO,00-0001157,,BER067954,,32004245-5206-7954-a418-6fe295037024,Mitch Berger,Mitch,Berger,Mitch,P,,,17,ACT,1972-06-24,32,76.0,228.0,,10,1994,1994,PHI,193
2005,NO,00-0001157,,BER067954,,32004245-5206-7954-a418-6fe295037024,Mitch Berger,Mitch,Berger,Mitch,P,,,17,ACT,1972-06-24,33,76.0,228.0,,11,1994,1994,PHI,193
2007,ARZ,00-0001157,,BER067954,,32004245-5206-7954-a418-6fe295037024,Mitch Berger,Mitch,Berger,Mitch,P,,,17,ACT,1972-06-24,35,76.0,228.0,,13,1994,1994,PHI,193
2008,PIT,00-0001157,,BER067954,,32004245-5206-7954-a418-6fe295037024,Mitch Berger,Mitch,Berger,Mitch,P,,,17,ACT,1972-06-24,36,76.0,228.0,,14,1994,1994,PHI,193
